actual.vars,Group_Base_Media_Price,Group_Base_MediaBreakDown_Price,Group_BaseBreakDown_MediaBreakDown_Price,Group_Modeller,Group_StackedBar,group,ref_points,agg_method,variable_display,isforecastable,brand/category_a,product/category_b,channel/category_c,platform/category_d,proposition/category_e,creative/category_f
kpi_ts_tx,Base,Base,Total Sales,Total Sales,Total Sales,Total Sales,none,Sum,KPI,yes,na,na,na,na,na,na
kpi_ss_tx_na,Base,Base,Store Sales,Store Sales,Store Sales,Store Sales,none,Sum,KPI,yes,na,na,na,na,na,na
kpi_ss_tx,Base,Base,Store Sales,Store Sales,Store Sales,Store Sales,none,Sum,KPI,yes,na,na,na,na,na,na
kpi_ws_tx,Base,Base,Web Sales,Web Sales,Web Sales,Web Sales,none,Sum,KPI,yes,na,na,na,na,na,na
kpi_wv_tx,Base,Base,Web Visits ,Web Visits ,Web Visits ,Web Visits ,min,Sum,KPI,yes,na,na,na,na,na,na
m_adtvv_cov_im,Media,Addressable TV,Addressable TV,Addressable TV,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_adtvv_cov_sp,Media,Addressable TV,Addressable TV,Addressable TV,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_adtvv_post_im,Media,Addressable TV,Addressable TV,Addressable TV,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_adtvv_post_sp,Media,Addressable TV,Addressable TV,Addressable TV,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_adtvv_pre_im,Media,Addressable TV,Addressable TV,Addressable TV,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_adtvv_pre_sp,Media,Addressable TV,Addressable TV,Addressable TV,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_adtvv_tot_im,Media,Addressable TV,Addressable TV,Addressable TV,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_adtvv_tot_sp,Media,Addressable TV,Addressable TV,Addressable TV,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_cin_cov_ad,Media,Cinema,Cinema,Cinema,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_cin_cov_sp,Media,Cinema,Cinema,Cinema,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_cin_post_ad,Media,Cinema,Cinema,Cinema,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_cin_post_sp,Media,Cinema,Cinema,Cinema,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_cin_pre_ad,Media,Cinema,Cinema,Cinema,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_cin_pre_sp,Media,Cinema,Cinema,Cinema,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_cin_tot_ad,Media,Cinema,Cinema,Cinema,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_cin_tot_sp,Media,Cinema,Cinema,Cinema,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_ctv_15s_im,Media,CTV,CTV,CTV,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_ctv_15s_sp,Media,CTV,CTV,CTV,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_ctv_30s_im,Media,CTV,CTV,CTV,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_ctv_30s_sp,Media,CTV,CTV,CTV,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_ctv_cov_im,Media,CTV,CTV,CTV,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_ctv_cov_sp,Media,CTV,CTV,CTV,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_ctv_post_im,Media,CTV,CTV,CTV,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_ctv_post_sp,Media,CTV,CTV,CTV,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_ctv_pre_im,Media,CTV,CTV,CTV,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_ctv_pre_sp,Media,CTV,CTV,CTV,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_ctv_tot_im,Media,CTV,CTV,CTV,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_ctv_tot_sp,Media,CTV,CTV,CTV,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_ctv_dig_cov_im,Media,CTV Digital,CTV Digital,CTV Digital,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_ctv_dig_cov_sp,Media,CTV Digital,CTV Digital,CTV Digital,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_ctv_dig_post_im,Media,CTV Digital,CTV Digital,CTV Digital,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_ctv_dig_post_sp,Media,CTV Digital,CTV Digital,CTV Digital,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_ctv_dig_pre_im,Media,CTV Digital,CTV Digital,CTV Digital,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_ctv_dig_pre_sp,Media,CTV Digital,CTV Digital,CTV Digital,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_ctv_dig_tot_cl,Media,CTV Digital,CTV Digital,CTV Digital,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_ctv_dig_tot_eng,Media,CTV Digital,CTV Digital,CTV Digital,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_ctv_dig_tot_im,Media,CTV Digital,CTV Digital,CTV Digital,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_ctv_dig_tot_sp,Media,CTV Digital,CTV Digital,CTV Digital,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_ctv_dig_tot_vidst,Media,CTV Digital,CTV Digital,CTV Digital,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_ctv_dig_tot_vim,Media,CTV Digital,CTV Digital,CTV Digital,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_prs_cov_cir,Media,Press,Press,Press,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_prs_cov_sp,Media,Press,Press,Press,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_prs_post_cir,Media,Press,Press,Press,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_prs_post_sp,Media,Press,Press,Press,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_prs_pre_cir,Media,Press,Press,Press,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_prs_pre_sp,Media,Press,Press,Press,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_prs_tot_cir,Media,Press,Press,Press,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_prs_tot_sp,Media,Press,Press,Press,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_ooh_cov_im,Media,OOH,OOH,OOH,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_ooh_cov_sp,Media,OOH,OOH,OOH,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_ooh_post_im,Media,OOH,OOH,OOH,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_ooh_post_sp,Media,OOH,OOH,OOH,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_ooh_pre_im,Media,OOH,OOH,OOH,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_ooh_pre_sp,Media,OOH,OOH,OOH,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_ooh_tot_im,Media,OOH,OOH,OOH,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_ooh_tot_sp,Media,OOH,OOH,OOH,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_fbk_cov_im,Media,Facebook,Facebook,Facebook,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_fbk_cov_sp,Media,Facebook,Facebook,Facebook,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_fbk_post_im,Media,Facebook,Facebook,Facebook,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_fbk_post_sp,Media,Facebook,Facebook,Facebook,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_fbk_pre_im,Media,Facebook,Facebook,Facebook,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_fbk_pre_sp,Media,Facebook,Facebook,Facebook,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_fbk_tot_im,Media,Facebook,Facebook,Facebook,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_fbk_tot_sp,Media,Facebook,Facebook,Facebook,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_tik_cov_im,Media,Tiktok,Tiktok,Tiktok,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_tik_cov_sp,Media,Tiktok,Tiktok,Tiktok,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_tik_post_im,Media,Tiktok,Tiktok,Tiktok,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_tik_post_sp,Media,Tiktok,Tiktok,Tiktok,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_tik_pre_im,Media,Tiktok,Tiktok,Tiktok,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_tik_pre_sp,Media,Tiktok,Tiktok,Tiktok,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_tik_tot_im,Media,Tiktok,Tiktok,Tiktok,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_tik_tot_sp,Media,Tiktok,Tiktok,Tiktok,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_snap_cov_im,Media,Snapchat,Snapchat,Snapchat,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_snap_cov_sp,Media,Snapchat,Snapchat,Snapchat,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_snap_post_im,Media,Snapchat,Snapchat,Snapchat,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_snap_post_sp,Media,Snapchat,Snapchat,Snapchat,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_snap_pre_im,Media,Snapchat,Snapchat,Snapchat,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_snap_pre_sp,Media,Snapchat,Snapchat,Snapchat,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_snap_tot_im,Media,Snapchat,Snapchat,Snapchat,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_snap_tot_sp,Media,Snapchat,Snapchat,Snapchat,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_pint_cov_im,Media,Pinterest,Pinterest,Pinterest,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_pint_cov_sp,Media,Pinterest,Pinterest,Pinterest,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_pint_post_im,Media,Pinterest,Pinterest,Pinterest,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_pint_post_sp,Media,Pinterest,Pinterest,Pinterest,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_pint_pre_im,Media,Pinterest,Pinterest,Pinterest,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_pint_pre_sp,Media,Pinterest,Pinterest,Pinterest,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_pint_tot_im,Media,Pinterest,Pinterest,Pinterest,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_pint_tot_sp,Media,Pinterest,Pinterest,Pinterest,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_eml_cov_cl,Media,Prospecting Emails,Prospecting Emails,Prospecting Emails,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_eml_cov_im,Media,Prospecting Emails,Prospecting Emails,Prospecting Emails,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_eml_cov_opn,Media,Prospecting Emails,Prospecting Emails,Prospecting Emails,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_eml_cov_sp,Media,Prospecting Emails,Prospecting Emails,Prospecting Emails,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_eml_post_cl,Media,Prospecting Emails,Prospecting Emails,Prospecting Emails,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_eml_post_im,Media,Prospecting Emails,Prospecting Emails,Prospecting Emails,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_eml_post_opn,Media,Prospecting Emails,Prospecting Emails,Prospecting Emails,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_eml_post_sp,Media,Prospecting Emails,Prospecting Emails,Prospecting Emails,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_eml_pre_cl,Media,Prospecting Emails,Prospecting Emails,Prospecting Emails,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_eml_pre_im,Media,Prospecting Emails,Prospecting Emails,Prospecting Emails,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_eml_pre_opn,Media,Prospecting Emails,Prospecting Emails,Prospecting Emails,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_eml_pre_sp,Media,Prospecting Emails,Prospecting Emails,Prospecting Emails,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_eml_tot_cl,Media,Prospecting Emails,Prospecting Emails,Prospecting Emails,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_eml_tot_im,Media,Prospecting Emails,Prospecting Emails,Prospecting Emails,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_eml_tot_opn,Media,Prospecting Emails,Prospecting Emails,Prospecting Emails,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_eml_tot_sp,Media,Prospecting Emails,Prospecting Emails,Prospecting Emails,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_mag_cov_grp,Media,Magazine,Magazine,Magazine,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_mag_cov_im,Media,Magazine,Magazine,Magazine,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_mag_cov_sp,Media,Magazine,Magazine,Magazine,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_mag_post_grp,Media,Magazine,Magazine,Magazine,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_mag_post_im,Media,Magazine,Magazine,Magazine,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_mag_post_sp,Media,Magazine,Magazine,Magazine,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_mag_pre_grp,Media,Magazine,Magazine,Magazine,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_mag_pre_im,Media,Magazine,Magazine,Magazine,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_mag_pre_sp,Media,Magazine,Magazine,Magazine,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_mag_tot_grp,Media,Magazine,Magazine,Magazine,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_mag_tot_im,Media,Magazine,Magazine,Magazine,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_mag_tot_sp,Media,Magazine,Magazine,Magazine,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_tvv_120s_egrp,Media,National TV,National TV,National TV,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_tvv_120s_grp,Media,National TV,National TV,National TV,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_tvv_120s_sp,Media,National TV,National TV,National TV,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_tvv_15s_egrp,Media,National TV,National TV,National TV,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_tvv_15s_grp,Media,National TV,National TV,National TV,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_tvv_15s_sp,Media,National TV,National TV,National TV,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_tvv_30s_egrp,Media,National TV,National TV,National TV,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_tvv_30s_grp,Media,National TV,National TV,National TV,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_tvv_30s_sp,Media,National TV,National TV,National TV,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_tvv_60s_egrp,Media,National TV,National TV,National TV,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_tvv_60s_grp,Media,National TV,National TV,National TV,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_tvv_60s_sp,Media,National TV,National TV,National TV,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_tvv_cov_egrp,Media,National TV,National TV,National TV,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_tvv_cov_grp,Media,National TV,National TV,National TV,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_tvv_cov_sp,Media,National TV,National TV,National TV,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_tvv_post_egrp,Media,National TV,National TV,National TV,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_tvv_post_grp,Media,National TV,National TV,National TV,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_tvv_post_sp,Media,National TV,National TV,National TV,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_tvv_pre_egrp,Media,National TV,National TV,National TV,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_tvv_pre_grp,Media,National TV,National TV,National TV,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_tvv_pre_sp,Media,National TV,National TV,National TV,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_tvv_tot_egrp,Media,National TV,National TV,National TV,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_tvv_tot_grp,Media,National TV,National TV,National TV,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_tvv_tot_sp,Media,National TV,National TV,National TV,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_cstcon_cov_cl,Media,Custom Content,Custom Content,Custom Content,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_cstcon_cov_im,Media,Custom Content,Custom Content,Custom Content,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_cstcon_cov_sp,Media,Custom Content,Custom Content,Custom Content,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_cstcon_nonprg_cl,Media,Custom Content,Custom Content,Custom Content,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_cstcon_nonprg_cov_cl,Media,Custom Content,Custom Content,Custom Content,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_cstcon_nonprg_cov_im,Media,Custom Content,Custom Content,Custom Content,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_cstcon_nonprg_cov_sp,Media,Custom Content,Custom Content,Custom Content,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_cstcon_nonprg_im,Media,Custom Content,Custom Content,Custom Content,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_cstcon_nonprg_post_cl,Media,Custom Content,Custom Content,Custom Content,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_cstcon_nonprg_post_im,Media,Custom Content,Custom Content,Custom Content,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_cstcon_nonprg_post_sp,Media,Custom Content,Custom Content,Custom Content,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_cstcon_nonprg_pre_cl,Media,Custom Content,Custom Content,Custom Content,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_cstcon_nonprg_pre_im,Media,Custom Content,Custom Content,Custom Content,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_cstcon_nonprg_pre_sp,Media,Custom Content,Custom Content,Custom Content,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_cstcon_nonprg_sp,Media,Custom Content,Custom Content,Custom Content,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_cstcon_post_cl,Media,Custom Content,Custom Content,Custom Content,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_cstcon_post_im,Media,Custom Content,Custom Content,Custom Content,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_cstcon_post_sp,Media,Custom Content,Custom Content,Custom Content,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_cstcon_pre_cl,Media,Custom Content,Custom Content,Custom Content,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_cstcon_pre_im,Media,Custom Content,Custom Content,Custom Content,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_cstcon_pre_sp,Media,Custom Content,Custom Content,Custom Content,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_cstcon_prg_im,Media,Custom Content,Custom Content,Custom Content,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_cstcon_prg_pre_im,Media,Custom Content,Custom Content,Custom Content,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_cstcon_tot_cl,Media,Custom Content,Custom Content,Custom Content,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_cstcon_tot_im,Media,Custom Content,Custom Content,Custom Content,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_cstcon_tot_sp,Media,Custom Content,Custom Content,Custom Content,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_digaud_cov_cl,Media,Digital Audio,Digital Audio,Digital Audio,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_digaud_cov_im,Media,Digital Audio,Digital Audio,Digital Audio,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_digaud_cov_sp,Media,Digital Audio,Digital Audio,Digital Audio,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_digaud_nonprg_cl,Media,Digital Audio,Digital Audio,Digital Audio,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_digaud_nonprg_cov_cl,Media,Digital Audio,Digital Audio,Digital Audio,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_digaud_nonprg_cov_im,Media,Digital Audio,Digital Audio,Digital Audio,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_digaud_nonprg_cov_sp,Media,Digital Audio,Digital Audio,Digital Audio,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_digaud_nonprg_im,Media,Digital Audio,Digital Audio,Digital Audio,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_digaud_nonprg_post_cl,Media,Digital Audio,Digital Audio,Digital Audio,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_digaud_nonprg_post_im,Media,Digital Audio,Digital Audio,Digital Audio,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_digaud_nonprg_post_sp,Media,Digital Audio,Digital Audio,Digital Audio,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_digaud_nonprg_pre_cl,Media,Digital Audio,Digital Audio,Digital Audio,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_digaud_nonprg_pre_im,Media,Digital Audio,Digital Audio,Digital Audio,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_digaud_nonprg_pre_sp,Media,Digital Audio,Digital Audio,Digital Audio,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_digaud_nonprg_sp,Media,Digital Audio,Digital Audio,Digital Audio,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_digaud_post_cl,Media,Digital Audio,Digital Audio,Digital Audio,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_digaud_post_im,Media,Digital Audio,Digital Audio,Digital Audio,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_digaud_post_sp,Media,Digital Audio,Digital Audio,Digital Audio,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_digaud_pre_cl,Media,Digital Audio,Digital Audio,Digital Audio,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_digaud_pre_im,Media,Digital Audio,Digital Audio,Digital Audio,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_digaud_pre_sp,Media,Digital Audio,Digital Audio,Digital Audio,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_digaud_prg_cl,Media,Digital Audio,Digital Audio,Digital Audio,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_digaud_prg_im,Media,Digital Audio,Digital Audio,Digital Audio,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_digaud_prg_post_cl,Media,Digital Audio,Digital Audio,Digital Audio,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_digaud_prg_post_im,Media,Digital Audio,Digital Audio,Digital Audio,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_digaud_prg_post_sp,Media,Digital Audio,Digital Audio,Digital Audio,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_digaud_prg_pre_cl,Media,Digital Audio,Digital Audio,Digital Audio,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_digaud_prg_pre_im,Media,Digital Audio,Digital Audio,Digital Audio,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_digaud_prg_pre_sp,Media,Digital Audio,Digital Audio,Digital Audio,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_digaud_prg_sp,Media,Digital Audio,Digital Audio,Digital Audio,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_digaud_tot_cl,Media,Digital Audio,Digital Audio,Digital Audio,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_digaud_tot_im,Media,Digital Audio,Digital Audio,Digital Audio,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_digaud_tot_sp,Media,Digital Audio,Digital Audio,Digital Audio,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_nat_cov_cl,Media,Digital Native,Digital Native,Digital Native,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_nat_cov_im,Media,Digital Native,Digital Native,Digital Native,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_nat_cov_sp,Media,Digital Native,Digital Native,Digital Native,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_nat_nonprg_cl,Media,Digital Native,Digital Native,Digital Native,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_nat_nonprg_cov_cl,Media,Digital Native,Digital Native,Digital Native,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_nat_nonprg_cov_im,Media,Digital Native,Digital Native,Digital Native,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_nat_nonprg_im,Media,Digital Native,Digital Native,Digital Native,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_nat_nonprg_post_cl,Media,Digital Native,Digital Native,Digital Native,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_nat_nonprg_post_im,Media,Digital Native,Digital Native,Digital Native,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_nat_nonprg_post_sp,Media,Digital Native,Digital Native,Digital Native,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_nat_nonprg_pre_cl,Media,Digital Native,Digital Native,Digital Native,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_nat_nonprg_pre_im,Media,Digital Native,Digital Native,Digital Native,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_nat_nonprg_pre_sp,Media,Digital Native,Digital Native,Digital Native,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_nat_nonprg_sp,Media,Digital Native,Digital Native,Digital Native,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_nat_post_cl,Media,Digital Native,Digital Native,Digital Native,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_nat_post_im,Media,Digital Native,Digital Native,Digital Native,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
